1621241868398298984,sensor1,-0.94187,-4.23989,-26.76997,-0.46708,-2.37289,2.80033,0.01001,0.05414,0,0.500,1
1621241868401251138,sensor2,-0.94187,-4.23989,-26.76998,-0.46707,-2.37289,2.80033,0.01001,0.05414,0,0.923,0
1621241868465365150,sensor1,-2.87431,-4.27621,-26.93977,-0.37731,-2.36598,2.33580,0.01297,0.03232,0,0.817,0
1621241868466689155,sensor2,-2.87431,-4.27621,-26.93977,-0.37731,-2.36598,2.33580,0.01297,0.03232,0,0.965,0
1621241868541273612,sensor1,-4.87957,-4.30786,-27.11469,-0.28876,-2.35920,1.84299,0.01478,0.01901,0,0.975,0
1621241868543878058,sensor2,-4.87957,-4.30786,-27.11469,-0.28876,-2.35920,1.84299,0.01478,0.01901,0,0.931,0
1621241868621274867,sensor1,-6.84465,-4.33210,-27.28446,-0.21601,-2.34981,1.39567,0.01582,0.01139,0,0.860,0
1621241868624080365,sensor2,-6.84465,-4.33210,-27.28446,-0.21600,-2.34981,1.39567,0.01582,0.01139,0,0.926,0
1621241868701260476,sensor1,-8.94926,-4.35138,-27.46424,-0.15495,-2.33809,1.02520,0.01647,0.00663,0,0.984,0
1621241868703993313,sensor2,-8.94926,-4.35138,-27.46424,-0.15494,-2.33809,1.02520,0.01647,0.00663,0,0.927,0
1621241868781363024,sensor1,-11.09038,-4.49215,-27.60759,-0.01803,-1.85052,6.20765,0.02953,0.29571,0,0.838,0
1621241868784399880,sensor2,-11.09038,-4.49215,-27.60759,-0.01802,-1.85052,6.20765,0.02953,0.29571,0,0.919,0
1621241868861345954,sensor1,-13.21742,-4.74010,-27.78860,-0.41477,-2.33066,1.42386,0.04802,0.17854,0,0.729,0
1621241868864194070,sensor2,-13.21742,-4.74010,-27.78860,-0.41476,-2.33066,1.42386,0.04802,0.17854,0,0.923,0
1621241868926822526,sensor1,-15.38093,-4.92970,-27.96565,-0.51593,-2.30484,2.41065,0.05855,0.10297,0,0.606,0
1621241868931168954,sensor2,-15.38094,-4.92970,-27.96566,-0.51593,-2.30484,2.41065,0.05855,0.10297,0,0.884,0
1621241869006402175,sensor1,-17.49226,-5.06130,-28.13607,-0.48234,-2.27868,2.51520,0.06421,0.05687,0,0.890,0
1621241869009676961,sensor2,-17.49226,-5.06130,-28.13608,-0.48234,-2.27868,2.51520,0.06421,0.05687,0,0.911,0
1621241869072376582,sensor1,-19.47968,-5.15726,-28.29583,-0.41350,-2.27397,2.33013,0.06764,0.03966,0,0.774,0
1621241869074107972,sensor2,-19.47968,-5.15726,-28.29583,-0.41350,-2.27397,2.33013,0.06764,0.03966,0,0.952,0
1621241869150307825,sensor1,-21.46518,-5.23185,-28.45380,-0.33751,-2.25986,2.00724,0.06995,0.02598,0,0.793,0
1621241869153575833,sensor2,-21.46518,-5.23185,-28.45380,-0.33751,-2.25986,2.00724,0.06995,0.02598,0,0.910,0
1621241869214272232,sensor1,-23.50035,-5.28507,-28.61558,-0.26327,-2.26808,1.59864,0.07136,0.01570,0,0.723,0
1621241869217695466,sensor2,-23.50035,-5.28507,-28.61559,-0.26327,-2.26808,1.59864,0.07136,0.01570,0,0.906,0
1621241869278652392,sensor1,-25.51336,-5.32216,-28.77406,-0.20170,-2.25807,1.22284,0.07221,0.00975,0,0.757,0
1621241869283981251,sensor2,-25.51336,-5.32216,-28.77406,-0.20170,-2.25807,1.22284,0.07221,0.00975,0,0.857,0
1621241869358390034,sensor1,-27.50593,-5.34809,-28.92927,-0.15239,-2.24675,0.93042,0.07274,0.00614,0,0.844,0
1621241869361828461,sensor2,-27.50593,-5.34809,-28.92927,-0.15239,-2.24675,0.93042,0.07274,0.00614,0,0.905,0
1621241869440651705,sensor1,-29.69953,-5.36804,-29.09821,-0.11058,-2.23414,0.68820,0.07309,0.00372,0,0.901,0
1621241869441913158,sensor2,-29.69953,-5.36804,-29.09821,-0.11058,-2.23414,0.68820,0.07309,0.00372,0,0.964,0
1621241869504178684,sensor1,-32.06180,-5.38260,-29.27790,-0.07752,-2.22011,0.49018,0.07332,0.00219,0,0.568,0
1621241869507551356,sensor2,-32.06180,-5.38259,-29.27790,-0.07752,-2.22011,0.49018,0.07332,0.00219,0,0.906,0
1621241869581296778,sensor1,-34.09625,-5.39112,-29.43082,-0.05667,-2.20668,0.35079,0.07344,0.00140,0,0.874,0
1621241869584061877,sensor2,-34.09625,-5.39112,-29.43082,-0.05667,-2.20668,0.35079,0.07344,0.00140,0,0.922,0
1621241869661281035,sensor1,-36.16525,-5.39724,-29.58467,-0.04111,-2.19459,0.25434,0.07351,0.00089,0,0.807,0
1621241869664094486,sensor2,-36.16525,-5.39724,-29.58467,-0.04111,-2.19459,0.25434,0.07351,0.00089,0,0.920,0
1621241869719265266,sensor1,-38.40701,-5.40182,-29.74951,-0.02892,-2.18192,0.18189,0.07356,0.00055,0,0.533,0
1621241869722267936,sensor2,-38.40702,-5.40182,-29.74951,-0.02892,-2.18192,0.18189,0.07356,0.00055,0,0.914,0
1621241869791617333,sensor1,-40.47871,-5.40471,-29.90018,-0.02082,-2.16979,0.12927,0.07359,0.00035,0,0.996,0
1621241869794639369,sensor2,-40.47871,-5.40471,-29.90018,-0.02082,-2.16979,0.12927,0.07359,0.00035,0,0.913,0
1621241869871633608,sensor1,-42.64301,-5.40678,-30.05594,-0.01476,-2.15803,0.09202,0.07361,0.00022,0,0.864,0
1621241869874258630,sensor2,-42.64301,-5.40678,-30.05594,-0.01476,-2.15803,0.09202,0.07361,0.00022,0,0.924,0
1621241869950323269,sensor1,-45.04558,-5.40837,-30.22694,-0.01006,-2.14602,0.06410,0.07363,0.00013,0,0.895,0
1621241869953501138,sensor2,-45.04558,-5.40837,-30.22694,-0.01006,-2.14602,0.06410,0.07363,0.00013,0,0.908,0
1621241870031906607,sensor1,-47.28345,-5.40930,-30.38448,-0.00701,-2.13404,0.04400,0.07363,0.00008,0,0.870,0
1621241870033181872,sensor2,-47.28346,-5.40930,-30.38448,-0.00701,-2.13404,0.04400,0.07363,0.00008,0,0.962,0
1621241870094526366,sensor1,-49.74593,-5.41001,-30.55593,-0.00472,-2.12222,0.03016,0.07364,0.00004,0,0.541,0
